Video_ID,Number_frames,Label,Split_type
719Deepfakes,101,1,Train
526Deepfakes,101,1,Train
027youtube,101,0,Train
181youtube,101,0,Train
080Deepfakes,101,1,Train
346Face2Face,101,1,Train
243youtube,101,0,Train
663youtube,101,0,Train
517Deepfakes,101,1,Train
28__outside_talking_still_laughing_actors,101,0,Train
130Deepfakes,101,1,Train
197Face2Face,101,1,Train
347youtube,101,0,Train
03_18__walking_outside_cafe_disgusted__UEC1BI8E_deepfakedetection,101,1,Train
592youtube,102,0,Train
162youtube,101,0,Train
578Deepfakes,101,1,Train
387Deepfakes,101,1,Train
177Deepfakes,101,1,Train
432FaceShifter,101,1,Train
267youtube,101,0,Train
977Deepfakes,101,1,Train
450FaceShifter,101,1,Train
881Face2Face,101,1,Train
074youtube,101,0,Train
08__exit_phone_room_actors,101,0,Train
749youtube,101,0,Train
594youtube,102,0,Train
505Deepfakes,101,1,Train
505youtube,102,0,Train
752FaceShifter,101,1,Train
063FaceShifter,101,1,Train
455youtube,101,0,Train
374Deepfakes,101,1,Train
761Deepfakes,101,1,Train
607youtube,101,0,Train
008youtube,101,0,Train
377FaceShifter,101,1,Train
951Deepfakes,101,1,Train
269youtube,101,0,Train
464youtube,101,0,Train
001Deepfakes,101,1,Train
124FaceShifter,74,1,Train
565youtube,101,0,Train
072FaceShifter,101,1,Train
02_18__meeting_serious__B95S4G6F_deepfakedetection,101,1,Train
638Face2Face,101,1,Train
114youtube,101,0,Train
785youtube,101,0,Train
07__kitchen_still_actors,101,0,Train
677Deepfakes,101,1,Train
129youtube,101,0,Train
422youtube,101,0,Train
476Deepfakes,101,1,Train
891Deepfakes,101,1,Train
924Deepfakes,101,1,Train
603FaceSwap,101,1,Train
182Deepfakes,101,1,Train
918youtube,101,0,Train
22__podium_speech_happy_actors,101,0,Train
709youtube,101,0,Train
328youtube,101,0,Train
964FaceSwap,56,1,Train
975FaceShifter,101,1,Train
768Face2Face,101,1,Train
064youtube,101,0,Train
24__kitchen_still_actors,101,0,Train
943FaceSwap,101,1,Train
306youtube,101,0,Train
313youtube,101,0,Train
081youtube,101,0,Train
14_15__hugging_happy__OMLZILK3_deepfakedetection,101,1,Train
941youtube,101,0,Train
123youtube,101,0,Train
315youtube,97,0,Train
012Deepfakes,101,1,Train
08__exit_phone_room_actors,101,0,Train
784youtube,101,0,Train
528youtube,101,0,Train
02__secret_conversation_actors,101,0,Train
07__podium_speech_happy_actors,63,0,Train
976youtube,101,0,Train
655Deepfakes,101,1,Train
786youtube,101,0,Train
19__kitchen_still_actors,101,0,Train
973Deepfakes,101,1,Train
432FaceShifter,101,1,Train
10__outside_talking_still_laughing_actors,101,0,Train
26_04__talking_angry_couch__MS2MLJP1_deepfakedetection,101,1,Train
221youtube,101,0,Train
616Deepfakes,101,1,Train
855Deepfakes,101,1,Train
585youtube,101,0,Train
02__secret_conversation_actors,101,0,Train
422Deepfakes,101,1,Train
21__talking_angry_couch_actors,101,0,Train
259youtube,101,0,Train
641youtube,101,0,Train
04_18__exit_phone_room__6J3ZFEJQ_deepfakedetection,101,1,Train
145FaceShifter,101,1,Train
430Deepfakes,101,1,Train
205Deepfakes,101,1,Train
662Deepfakes,101,1,Train
400FaceShifter,101,1,Train
26__walking_down_street_outside_angry_actors,101,0,Train
160Deepfakes,101,1,Train
087youtube,101,0,Train
855youtube,101,0,Train
209youtube,101,0,Train
745Deepfakes,101,1,Train
25__outside_talking_still_laughing_actors,101,0,Train
196FaceSwap,101,1,Train
876Deepfakes,101,1,Train
03_01__kitchen_still__JZUXXFRB_deepfakedetection,101,1,Train
135Face2Face,101,1,Train
416youtube,101,0,Train
776Face2Face,101,1,Train
334youtube,101,0,Train
10__outside_talking_still_laughing_actors,101,0,Train
649FaceShifter,101,1,Train
165youtube,101,0,Train
990FaceShifter,101,1,Train
035Deepfakes,101,1,Train
16__walking_and_outside_surprised_actors,101,0,Train
842youtube,101,0,Train
989Deepfakes,101,1,Train
007Deepfakes,101,1,Train
621Deepfakes,101,1,Train
185Deepfakes,101,1,Train
324youtube,101,0,Train
943FaceSwap,101,1,Train
378youtube,101,0,Train
995Deepfakes,101,1,Train
918youtube,101,0,Train
19__outside_talking_still_laughing_actors,101,0,Train
478youtube,101,0,Train
998FaceSwap,101,1,Train
065youtube,101,0,Train
851Deepfakes,101,1,Train
927youtube,101,0,Train
642youtube,101,0,Train
941youtube,101,0,Train
11__secret_conversation_actors,101,0,Train
057youtube,101,0,Train
624Deepfakes,101,1,Train
166youtube,102,0,Train
742youtube,101,0,Train
174FaceSwap,101,1,Train
206youtube,101,0,Train
680FaceShifter,101,1,Train
048Deepfakes,101,1,Train
888FaceShifter,101,1,Train
18__podium_speech_happy_actors,101,0,Train
936youtube,102,0,Train
956youtube,101,0,Train
02_27__hugging_happy__GVFLSZD5_deepfakedetection,101,1,Train
457youtube,101,0,Train
26_14__walking_outside_cafe_disgusted__ILLP29ZH_deepfakedetection,101,1,Train
740youtube,101,0,Train
049youtube,101,0,Train
786Deepfakes,101,1,Train
641youtube,101,0,Train
17__outside_talking_still_laughing_actors,101,0,Train
20__secret_conversation_actors,101,0,Train
473youtube,101,0,Train
261Deepfakes,101,1,Train
500Deepfakes,101,1,Train
401youtube,101,0,Train
15__podium_speech_happy_actors,101,0,Train
501youtube,101,0,Train
053youtube,101,0,Train
669youtube,101,0,Train
03__talking_angry_couch_actors,101,0,Train
235Deepfakes,101,1,Train
26__walking_outside_cafe_disgusted_actors,101,0,Train
990FaceShifter,101,1,Train
065Deepfakes,101,1,Train
195Deepfakes,101,1,Train
22__kitchen_still_actors,101,0,Train
703youtube,101,0,Train
211FaceSwap,101,1,Train
256Deepfakes,101,1,Train
579Deepfakes,101,1,Train
116Face2Face,101,1,Train
690youtube,101,0,Train
701youtube,102,0,Train
851youtube,101,0,Train
747youtube,101,0,Train
812youtube,101,0,Train
079youtube,101,0,Train
213youtube,101,0,Train
670youtube,101,0,Train
274youtube,101,0,Train
28__podium_speech_happy_actors,101,0,Train
676youtube,101,0,Train
700Deepfakes,101,1,Train
203youtube,101,0,Train
959Deepfakes,101,1,Train
952Deepfakes,101,1,Train
366youtube,101,0,Train
861Deepfakes,101,1,Train
141youtube,101,0,Train
871Deepfakes,101,1,Train
207youtube,101,0,Train
850Deepfakes,99,1,Train
163Deepfakes,101,1,Train
568youtube,101,0,Train
13__walking_and_outside_surprised_actors,101,0,Train
762Deepfakes,101,1,Train
20_06__podium_speech_happy__6SUW7063_deepfakedetection,101,1,Train
856youtube,101,0,Train
271youtube,101,0,Train
239youtube,101,0,Train
398Deepfakes,101,1,Train
171youtube,101,0,Train
848Deepfakes,101,1,Train
482FaceSwap,101,1,Train
761FaceShifter,101,1,Train
937youtube,101,0,Train
053Deepfakes,101,1,Train
26_18__kitchen_still__UMEX6HWU_deepfakedetection,101,1,Train
08__talking_against_wall_actors,101,0,Train
285youtube,101,0,Train
498youtube,101,0,Train
499youtube,101,0,Train
622FaceShifter,101,1,Train
272youtube,101,0,Train
957youtube,101,0,Train
905Deepfakes,101,1,Train
671FaceSwap,101,1,Train
715youtube,101,0,Train
926youtube,101,0,Train
948Face2Face,101,1,Train
429Face2Face,101,1,Train
442FaceShifter,101,1,Train
111FaceSwap,101,1,Train
859FaceSwap,101,1,Train
19__kitchen_still_actors,101,0,Train
319Deepfakes,101,1,Train
328youtube,101,0,Train
885youtube,101,0,Train
660Face2Face,101,1,Train
231Deepfakes,101,1,Train
27_25__walking_down_street_outside_angry__ZTV6TUQ9_deepfakedetection,101,1,Train
068youtube,101,0,Train
28__walking_down_street_outside_angry_actors,56,0,Train
765Face2Face,101,1,Train
909youtube,102,0,Train
008youtube,101,0,Train
035youtube,101,0,Train
931youtube,102,0,Train
476FaceSwap,101,1,Train
420Deepfakes,101,1,Train
857youtube,101,0,Train
243youtube,101,0,Train
148youtube,101,0,Train
462youtube,101,0,Train
24__walk_down_hall_angry_actors,101,0,Train
654youtube,101,0,Train
12__kitchen_still_actors,101,0,Train
358youtube,101,0,Train
783youtube,101,0,Train
01__walking_down_street_outside_angry_actors,49,0,Train
191youtube,101,0,Train
462Deepfakes,101,1,Train
783Deepfakes,101,1,Train
405Face2Face,101,1,Train
605youtube,101,0,Train
239youtube,101,0,Train
932youtube,101,0,Train
04__podium_speech_happy_actors,101,0,Train
094youtube,101,0,Train
13__walking_outside_cafe_disgusted_actors,68,0,Train
28__outside_talking_still_laughing_actors,101,0,Train
434youtube,101,0,Train
333youtube,101,0,Train
962Deepfakes,101,1,Train
762youtube,101,0,Train
274FaceSwap,101,1,Train
15__kitchen_still_actors,101,0,Train
066youtube,101,0,Train
118youtube,101,0,Train
15_02__kitchen_still__HTG660F8_deepfakedetection,101,1,Train
197Face2Face,101,1,Train
853Deepfakes,101,1,Train
003youtube,101,0,Train
838youtube,101,0,Train
401youtube,101,0,Train
082FaceSwap,101,1,Train
403FaceSwap,101,1,Train
22_10__walking_and_outside_surprised__C1U7OY5M_deepfakedetection,101,1,Train
279youtube,74,0,Train
496Deepfakes,101,1,Train
950Deepfakes,90,1,Train
661FaceShifter,101,1,Train
495FaceSwap,101,1,Train
01__walking_down_street_outside_angry_actors,49,0,Train
123FaceShifter,101,1,Train
762youtube,101,0,Train
313youtube,101,0,Train
06_03__exit_phone_room__1IXGY2FK_deepfakedetection,101,1,Train
23__secret_conversation_actors,101,0,Train
249youtube,101,0,Train
614youtube,101,0,Train
211Deepfakes,101,1,Train
527youtube,101,0,Train
644Deepfakes,101,1,Train
496Face2Face,101,1,Train
12_13__talking_against_wall__O3SOWBCU_deepfakedetection,101,1,Train
136youtube,101,0,Train
548youtube,101,0,Train
519youtube,101,0,Train
015Deepfakes,101,1,Train
865Deepfakes,101,1,Train
938youtube,102,0,Train
17__exit_phone_room_actors,101,0,Train
045Deepfakes,101,1,Train
222Deepfakes,101,1,Train
15_07__hugging_happy__9Z2MLKVX_deepfakedetection,101,1,Train
324Deepfakes,101,1,Train
825Deepfakes,101,1,Train
177youtube,101,0,Train
229youtube,101,0,Train
12__secret_conversation_actors,101,0,Train
496Face2Face,101,1,Train
806youtube,101,0,Train
745Deepfakes,101,1,Train
803youtube,101,0,Train
426FaceShifter,101,1,Train
429Deepfakes,101,1,Train
04__kitchen_still_actors,101,0,Train
14_15__exit_phone_room__OMLZILK3_deepfakedetection,101,1,Train
305youtube,101,0,Train
482Deepfakes,101,1,Train
442FaceShifter,101,1,Train
17_08__exit_phone_room__CFIY1YEQ_deepfakedetection,101,1,Train
306youtube,101,0,Train
226youtube,101,0,Train
683Deepfakes,101,1,Train
694Deepfakes,101,1,Train
17__kitchen_still_actors,101,0,Train
535Deepfakes,101,1,Train
579Deepfakes,101,1,Train
362Deepfakes,101,1,Train
410FaceShifter,101,1,Train
218youtube,101,0,Train
936FaceShifter,101,1,Train
26__walking_down_street_outside_angry_actors,101,0,Train
020Deepfakes,101,1,Train
20__walking_down_indoor_hall_disgust_actors,101,0,Train
962Deepfakes,101,1,Train
583youtube,101,0,Train
14_02__podium_speech_happy__3IUBEKCT_deepfakedetection,101,1,Train
13__hugging_happy_actors,101,0,Train
195Deepfakes,101,1,Train
20__kitchen_still_actors,101,0,Train
02__walking_down_indoor_hall_disgust_actors,101,0,Train
417youtube,101,0,Train
21__outside_talking_still_laughing_actors,101,0,Train
683youtube,101,0,Train
676FaceSwap,77,1,Train
115youtube,101,0,Train
923youtube,101,0,Train
911youtube,101,0,Train
270youtube,101,0,Train
11__talking_against_wall_actors,101,0,Train
133youtube,101,0,Train
967Deepfakes,101,1,Train
115Face2Face,101,1,Train
240youtube,101,0,Train
444youtube,101,0,Train
416Face2Face,101,1,Train
800FaceSwap,101,1,Train
01_15__walk_down_hall_angry__02HILKYO_deepfakedetection,101,1,Train
663FaceSwap,101,1,Train
092youtube,101,0,Train
413Deepfakes,101,1,Train
649FaceShifter,101,1,Train
879Deepfakes,101,1,Train
738Deepfakes,101,1,Train
338Face2Face,101,1,Train
732youtube,101,0,Train
594Deepfakes,101,1,Train
08__walking_down_street_outside_angry_actors,85,0,Train
755Deepfakes,101,1,Train
243youtube,101,0,Train
973Deepfakes,101,1,Train
914Deepfakes,101,1,Train
17__podium_speech_happy_actors,101,0,Train
679Deepfakes,101,1,Train
405youtube,101,0,Train
20_21__hugging_happy__ZCB5OMEW_deepfakedetection,101,1,Train
740youtube,101,0,Train
471youtube,101,0,Train
020FaceShifter,101,1,Train
12__talking_angry_couch_actors,101,0,Train
815Face2Face,101,1,Train
345youtube,101,0,Train
794FaceSwap,101,1,Train
851youtube,101,0,Train
287Deepfakes,101,1,Train
240FaceSwap,101,1,Train
132FaceShifter,101,1,Train
389youtube,101,0,Train
01__walking_outside_cafe_disgusted_actors,101,0,Train
353Deepfakes,101,1,Train
22__walking_and_outside_surprised_actors,101,0,Train
707Deepfakes,101,1,Train
476youtube,101,0,Train
913youtube,101,0,Train
04__podium_speech_happy_actors,101,0,Train
131Deepfakes,101,1,Train
428youtube,101,0,Train
03__hugging_happy_actors,101,0,Train
792youtube,101,0,Train
06_03__exit_phone_room__1IXGY2FK_deepfakedetection,101,1,Train
770Face2Face,101,1,Train
588Deepfakes,101,1,Train
999Deepfakes,101,1,Train
24__talking_against_wall_actors,101,0,Train
967Deepfakes,101,1,Train
946youtube,101,0,Train
868Deepfakes,101,1,Train
420Deepfakes,101,1,Train
218youtube,101,0,Train
872Deepfakes,101,1,Train
462FaceSwap,101,1,Train
543Face2Face,101,1,Train
303FaceSwap,101,1,Train
485youtube,101,0,Train
298youtube,101,0,Train
171youtube,101,0,Train
638youtube,101,0,Train
859FaceSwap,101,1,Train
690Deepfakes,101,1,Train
270youtube,101,0,Train
307Deepfakes,101,1,Train
278youtube,101,0,Train
344Deepfakes,101,1,Train
564FaceSwap,101,1,Train
967Deepfakes,101,1,Train
193Deepfakes,101,1,Train
434Deepfakes,101,1,Train
564FaceSwap,101,1,Train
836Deepfakes,101,1,Train
820Face2Face,101,1,Train
519Deepfakes,101,1,Train
679youtube,101,0,Train
641youtube,101,0,Train
424youtube,101,0,Train
364Deepfakes,101,1,Train
331youtube,102,0,Train
329youtube,101,0,Train
426youtube,101,0,Train
769Deepfakes,101,1,Train
15__podium_speech_happy_actors,101,0,Train
293FaceShifter,101,1,Train
334Deepfakes,101,1,Train
740Face2Face,101,1,Train
281youtube,101,0,Train
549youtube,101,0,Train
444youtube,101,0,Train
954FaceSwap,101,1,Train
842Deepfakes,101,1,Train
699FaceShifter,101,1,Train
029Deepfakes,101,1,Train
488FaceSwap,101,1,Train
28__kitchen_still_actors,101,0,Train
002Face2Face,101,1,Train
03_15__exit_phone_room__GZNLO4X9_deepfakedetection,101,1,Train
117Deepfakes,101,1,Train
746Deepfakes,101,1,Train
313Deepfakes,101,1,Train
356Deepfakes,101,1,Train
02__secret_conversation_actors,101,0,Train
322FaceShifter,101,1,Train
286youtube,101,0,Train
326youtube,101,0,Train
01_11__exit_phone_room__9229VVZ3_deepfakedetection,101,1,Train
064Deepfakes,101,1,Train
900Deepfakes,101,1,Train
507Face2Face,101,1,Train
272FaceShifter,101,1,Train
784Deepfakes,101,1,Train
089Deepfakes,101,1,Train
821Deepfakes,101,1,Train
482youtube,101,0,Train
888FaceShifter,101,1,Train
02_27__walking_and_outside_surprised__QW05XUUZ_deepfakedetection,101,1,Train
666Deepfakes,101,1,Train
09_02__podium_speech_happy__9TDCEK1Q_deepfakedetection,101,1,Train
184youtube,101,0,Train
573Deepfakes,101,1,Train
849youtube,101,0,Train
482Face2Face,101,1,Train
22_10__walking_and_outside_surprised__C1U7OY5M_deepfakedetection,101,1,Train
895FaceShifter,101,1,Train
951Face2Face,101,1,Train
229youtube,101,0,Train
651youtube,101,0,Train
755Deepfakes,101,1,Train
592youtube,102,0,Train
20__talking_angry_couch_actors,101,0,Train
004Deepfakes,101,1,Train
108Deepfakes,101,1,Train
640youtube,101,0,Train
10__talking_against_wall_actors,101,0,Train
28__secret_conversation_actors,101,0,Train
828youtube,101,0,Train
535youtube,101,0,Train
518youtube,101,0,Train
491youtube,101,0,Train
477FaceShifter,101,1,Train
361Deepfakes,101,1,Train
28__kitchen_still_actors,101,0,Train
790Deepfakes,101,1,Train
181youtube,101,0,Train
629youtube,76,0,Train
290youtube,101,0,Train
10_22__kitchen_still__8YQ2EUQP_deepfakedetection,101,1,Train
600youtube,101,0,Train
672youtube,101,0,Train
821Deepfakes,101,1,Train
956Deepfakes,101,1,Train
20__walking_down_indoor_hall_disgust_actors,101,0,Train
643youtube,101,0,Train
053FaceShifter,101,1,Train
142youtube,101,0,Train
753youtube,101,0,Train
073Deepfakes,101,1,Train
659Deepfakes,101,1,Train
13_12__walk_down_hall_angry__Q442U52P_deepfakedetection,101,1,Train
881youtube,101,0,Train
13__secret_conversation_actors,101,0,Train
745Face2Face,101,1,Train
297youtube,101,0,Train
546FaceSwap,101,1,Train
137Deepfakes,101,1,Train
642FaceSwap,101,1,Train
690FaceSwap,101,1,Train
02__secret_conversation_actors,101,0,Train
548youtube,101,0,Train
808youtube,101,0,Train
463FaceSwap,101,1,Train
276youtube,101,0,Train
594Deepfakes,101,1,Train
993FaceShifter,101,1,Train
233Deepfakes,101,1,Train
01__outside_talking_still_laughing_actors,101,0,Train
733Deepfakes,101,1,Train
094Deepfakes,101,1,Train
10__podium_speech_happy_actors,61,0,Train
154youtube,101,0,Train
20_21__hugging_happy__ZCB5OMEW_deepfakedetection,101,1,Train
414youtube,101,0,Train
195youtube,102,0,Train
226youtube,101,0,Train
121youtube,101,0,Train
28_16__kitchen_still__U757192N_deepfakedetection,101,1,Train
925youtube,101,0,Train
282Face2Face,101,1,Train
21__outside_talking_still_laughing_actors,101,0,Train
12__kitchen_still_actors,101,0,Train
557FaceShifter,101,1,Train
19__walking_outside_cafe_disgusted_actors,68,0,Train
150youtube,102,0,Train
701youtube,102,0,Train
693Deepfakes,101,1,Train
979youtube,101,0,Train
626Deepfakes,101,1,Train
181youtube,101,0,Train
429FaceShifter,101,1,Train
209Deepfakes,101,1,Train
283youtube,101,0,Train
187FaceSwap,101,1,Train
03_21__outside_talking_still_laughing__YCSEBZO4_deepfakedetection,101,1,Train
817FaceShifter,101,1,Train
407Deepfakes,101,1,Train
25_20__walking_outside_cafe_disgusted__RSCD7KXO_deepfakedetection,101,1,Train
840youtube,101,0,Train
04_01__podium_speech_happy__0XUW13RW_deepfakedetection,101,1,Train
814youtube,101,0,Train
334youtube,101,0,Train
816youtube,101,0,Train
547youtube,101,0,Train
765Deepfakes,101,1,Train
983Deepfakes,101,1,Train
625Deepfakes,101,1,Train
473youtube,101,0,Train
472Deepfakes,101,1,Train
207youtube,101,0,Train
926youtube,101,0,Train
348youtube,101,0,Train
993Face2Face,101,1,Train
422youtube,101,0,Train
504youtube,101,0,Train
09__talking_against_wall_actors,101,0,Train
08__kitchen_still_actors,101,0,Train
810Deepfakes,101,1,Train
001Face2Face,101,1,Train
391Face2Face,101,1,Train
12__outside_talking_still_laughing_actors,101,0,Train
936FaceShifter,101,1,Train
14__secret_conversation_actors,101,0,Train
842FaceSwap,101,1,Train
221Deepfakes,101,1,Train
501Deepfakes,101,1,Train
343Deepfakes,101,1,Train
393Deepfakes,101,1,Train
064youtube,101,0,Train
15__talking_against_wall_actors,101,0,Train
07_21__exit_phone_room__MKU99DVX_deepfakedetection,101,1,Train
307Face2Face,101,1,Train
817youtube,101,0,Train
02_04__outside_talking_still_laughing__8CH7R4LW_deepfakedetection,101,1,Train
664FaceSwap,101,1,Train
122youtube,101,0,Train
958youtube,101,0,Train
059Deepfakes,101,1,Train
463Deepfakes,101,1,Train
758youtube,101,0,Train
259youtube,101,0,Train
15__hugging_happy_actors,101,0,Train
954Deepfakes,101,1,Train
959Deepfakes,101,1,Train
985youtube,101,0,Train
361Deepfakes,101,1,Train
874youtube,101,0,Train
692FaceShifter,101,1,Train
657Deepfakes,101,1,Train
082youtube,101,0,Train
656Deepfakes,101,1,Train
717Deepfakes,101,1,Train
656youtube,101,0,Train
823Deepfakes,101,1,Train
391Face2Face,101,1,Train
294youtube,101,0,Train
091FaceSwap,101,1,Train
372Deepfakes,101,1,Train
895Deepfakes,101,1,Train
401youtube,101,0,Train
414youtube,101,0,Train
374FaceSwap,101,1,Train
03_15__outside_talking_pan_laughing__GZNLO4X9_deepfakedetection,101,1,Train
616youtube,101,0,Train
492youtube,101,0,Train
105Deepfakes,101,1,Train
776Deepfakes,101,1,Train
400Face2Face,101,1,Train
452youtube,101,0,Train
797youtube,102,0,Train
707Deepfakes,101,1,Train
824youtube,101,0,Train
755Deepfakes,101,1,Train
046Deepfakes,101,1,Train
503youtube,101,0,Train
03__outside_talking_still_laughing_actors,101,0,Train
20_25__outside_talking_still_laughing__FZHCQNKV_deepfakedetection,101,1,Train
223Face2Face,101,1,Train
24__walk_down_hall_angry_actors,101,0,Train
342youtube,101,0,Train
921youtube,101,0,Train
19_24__secret_conversation__DL7X7M6I_deepfakedetection,101,1,Train
668youtube,101,0,Train
227youtube,101,0,Train
776Deepfakes,101,1,Train
682Deepfakes,101,1,Train
348Deepfakes,101,1,Train
627youtube,101,0,Train
25_13__outside_talking_pan_laughing__PBM86HKZ_deepfakedetection,80,1,Train
334youtube,101,0,Train
01_14__walking_outside_cafe_disgusted__01YF7VQM_deepfakedetection,101,1,Train
869youtube,101,0,Train
21__exit_phone_room_actors,101,0,Train
719youtube,101,0,Train
828FaceShifter,101,1,Train
481Deepfakes,101,1,Train
988youtube,101,0,Train
27_26__talking_against_wall__IE9N0ZI9_deepfakedetection,101,1,Train
936FaceShifter,101,1,Train
06_18__walk_down_hall_angry__LH0KWJKM_deepfakedetection,101,1,Train
816youtube,101,0,Train
908youtube,101,0,Train
094Deepfakes,101,1,Train
491Face2Face,101,1,Train
553Deepfakes,101,1,Train
717youtube,101,0,Train
566FaceSwap,101,1,Train
283Deepfakes,101,1,Train
265youtube,101,0,Train
18__kitchen_still_actors,101,0,Train
20_13__walk_down_hall_angry__4SAX54BT_deepfakedetection,101,1,Train
430Face2Face,74,1,Train
900youtube,102,0,Train
761youtube,101,0,Train
232youtube,101,0,Train
254youtube,101,0,Train
712Deepfakes,101,1,Train
757youtube,101,0,Train
376Deepfakes,101,1,Train
764youtube,102,0,Train
775youtube,101,0,Train
287youtube,101,0,Train
09__talking_angry_couch_actors,101,0,Train
087youtube,101,0,Train
724Face2Face,101,1,Train
039FaceSwap,101,1,Train
239youtube,101,0,Train
15_13__walking_outside_cafe_disgusted__X0EIIJF7_deepfakedetection,101,1,Train
285youtube,101,0,Train
016youtube,101,0,Train
744Face2Face,101,1,Train
052Deepfakes,101,1,Train
