,Video_ID,Number_frames,Label,Split_type,Frame_ID,Dataset
3988,023youtube,101,0,Train,youtube_023_0022.jpg,youtube
3909,023youtube,101,0,Train,youtube_023_0193.jpg,youtube
3919,023youtube,101,0,Train,youtube_023_0513.jpg,youtube
3875,023youtube,101,0,Train,youtube_023_0060.jpg,youtube
3936,023youtube,101,0,Train,youtube_023_0160.jpg,youtube
4212,009FaceShifter,101,1,Train,FaceShifter_009_027_0035.jpg,FaceShifter
4223,009FaceShifter,101,1,Train,FaceShifter_009_027_0375.jpg,FaceShifter
4098,009FaceShifter,101,1,Train,FaceShifter_009_027_0510.jpg,FaceShifter
4206,009FaceShifter,101,1,Train,FaceShifter_009_027_0140.jpg,FaceShifter
4101,009FaceShifter,101,1,Train,FaceShifter_009_027_0099.jpg,FaceShifter
4265,676Deepfakes,101,1,Train,Deepfakes_676_776_0154.jpg,Deepfakes
4392,676Deepfakes,101,1,Train,Deepfakes_676_776_0210.jpg,Deepfakes
4425,676Deepfakes,101,1,Train,Deepfakes_676_776_0498.jpg,Deepfakes
4775,439FaceShifter,101,1,Train,FaceShifter_439_441_0184.jpg,FaceShifter
4684,439FaceShifter,101,1,Train,FaceShifter_439_441_0036.jpg,FaceShifter
4742,439FaceShifter,101,1,Train,FaceShifter_439_441_0322.jpg,FaceShifter
4973,822FaceSwap,101,1,Train,FaceSwap_822_244_0260.jpg,FaceSwap
5295,822FaceSwap,101,1,Train,FaceSwap_822_244_0076.jpg,FaceSwap
5225,822FaceSwap,101,1,Train,FaceSwap_822_244_0192.jpg,FaceSwap
5643,696FaceShifter,101,1,Train,FaceShifter_696_686_0181.jpg,FaceShifter
5653,696FaceShifter,101,1,Train,FaceShifter_696_686_0020.jpg,FaceShifter
5562,696FaceShifter,101,1,Train,FaceShifter_696_686_0177.jpg,FaceShifter
5952,065youtube,101,0,Train,youtube_065_0436.jpg,youtube
5878,065youtube,101,0,Train,youtube_065_0383.jpg,youtube
5928,065youtube,101,0,Train,youtube_065_0260.jpg,youtube
6146,22_10__walking_down_indoor_hall_disgust__8YQ2EUQP_deepfakedetection,101,1,Train,deepfakedetection_22_10__walking_down_indoor_hall_disgust__8YQ2EUQP_0745.jpg,deepfakedetection
6144,22_10__walking_down_indoor_hall_disgust__8YQ2EUQP_deepfakedetection,101,1,Train,deepfakedetection_22_10__walking_down_indoor_hall_disgust__8YQ2EUQP_0372.jpg,deepfakedetection
6275,01__walking_outside_cafe_disgusted_actors,101,0,Train,actors_01__walking_outside_cafe_disgusted_0076.jpg,actors
6398,01__walking_outside_cafe_disgusted_actors,101,0,Train,actors_01__walking_outside_cafe_disgusted_0277.jpg,actors
6778,921youtube,101,0,Train,youtube_921_0064.jpg,youtube
6762,921youtube,101,0,Train,youtube_921_0203.jpg,youtube
6765,921youtube,101,0,Train,youtube_921_0061.jpg,youtube
6839,921youtube,101,0,Train,youtube_921_0097.jpg,youtube
6727,921youtube,101,0,Train,youtube_921_0079.jpg,youtube
7186,956Deepfakes,101,1,Train,Deepfakes_956_958_0432.jpg,Deepfakes
7044,956Deepfakes,101,1,Train,Deepfakes_956_958_0227.jpg,Deepfakes
7076,956Deepfakes,101,1,Train,Deepfakes_956_958_0124.jpg,Deepfakes
7053,956Deepfakes,101,1,Train,Deepfakes_956_958_0335.jpg,Deepfakes
7129,956Deepfakes,101,1,Train,Deepfakes_956_958_0135.jpg,Deepfakes
7431,332youtube,101,0,Train,youtube_332_0444.jpg,youtube
7277,332youtube,101,0,Train,youtube_332_0284.jpg,youtube
7405,332youtube,101,0,Train,youtube_332_0527.jpg,youtube
7661,809FaceShifter,101,1,Train,FaceShifter_809_799_0131.jpg,FaceShifter
7662,809FaceShifter,101,1,Train,FaceShifter_809_799_0234.jpg,FaceShifter
7667,809FaceShifter,101,1,Train,FaceShifter_809_799_0248.jpg,FaceShifter
7643,809FaceShifter,101,1,Train,FaceShifter_809_799_0292.jpg,FaceShifter
7578,809FaceShifter,101,1,Train,FaceShifter_809_799_0106.jpg,FaceShifter
7765,712Deepfakes,101,1,Train,Deepfakes_712_716_0214.jpg,Deepfakes
7835,712Deepfakes,101,1,Train,Deepfakes_712_716_0285.jpg,Deepfakes
7715,712Deepfakes,101,1,Train,Deepfakes_712_716_0422.jpg,Deepfakes
7858,712Deepfakes,101,1,Train,Deepfakes_712_716_0367.jpg,Deepfakes
7848,712Deepfakes,101,1,Train,Deepfakes_712_716_0378.jpg,Deepfakes
8025,478youtube,101,0,Train,youtube_478_0216.jpg,youtube
8116,478youtube,101,0,Train,youtube_478_0201.jpg,youtube
8105,478youtube,101,0,Train,youtube_478_0433.jpg,youtube
8030,478youtube,101,0,Train,youtube_478_0411.jpg,youtube
8031,478youtube,101,0,Train,youtube_478_0650.jpg,youtube
8395,042youtube,101,0,Train,youtube_042_0074.jpg,youtube
8439,042youtube,101,0,Train,youtube_042_0084.jpg,youtube
8478,042youtube,101,0,Train,youtube_042_0131.jpg,youtube
8284,042youtube,101,0,Train,youtube_042_0323.jpg,youtube
8366,042youtube,101,0,Train,youtube_042_0148.jpg,youtube
8528,02__kitchen_still_actors,101,0,Train,actors_02__kitchen_still_0350.jpg,actors
8665,02__kitchen_still_actors,101,0,Train,actors_02__kitchen_still_0725.jpg,actors
8536,02__kitchen_still_actors,101,0,Train,actors_02__kitchen_still_0119.jpg,actors
8522,02__kitchen_still_actors,101,0,Train,actors_02__kitchen_still_0170.jpg,actors
8609,02__kitchen_still_actors,101,0,Train,actors_02__kitchen_still_0358.jpg,actors
8842,202FaceShifter,101,1,Train,FaceShifter_202_348_0296.jpg,FaceShifter
8726,202FaceShifter,101,1,Train,FaceShifter_202_348_0054.jpg,FaceShifter
8751,202FaceShifter,101,1,Train,FaceShifter_202_348_0080.jpg,FaceShifter
8856,202FaceShifter,101,1,Train,FaceShifter_202_348_0096.jpg,FaceShifter
8733,202FaceShifter,101,1,Train,FaceShifter_202_348_0051.jpg,FaceShifter
9029,626Deepfakes,101,1,Train,Deepfakes_626_562_0487.jpg,Deepfakes
9127,626Deepfakes,101,1,Train,Deepfakes_626_562_0788.jpg,Deepfakes
9088,626Deepfakes,101,1,Train,Deepfakes_626_562_0896.jpg,Deepfakes
9176,626Deepfakes,101,1,Train,Deepfakes_626_562_0633.jpg,Deepfakes
9814,280youtube,101,0,Train,youtube_280_0157.jpg,youtube
10222,690FaceSwap,101,1,Train,FaceSwap_690_689_0138.jpg,FaceSwap
10184,690FaceSwap,101,1,Train,FaceSwap_690_689_0042.jpg,FaceSwap
10186,690FaceSwap,101,1,Train,FaceSwap_690_689_0320.jpg,FaceSwap
10588,994youtube,101,0,Train,youtube_994_0012.jpg,youtube
10442,994youtube,101,0,Train,youtube_994_0148.jpg,youtube
10985,404Face2Face,101,1,Train,Face2Face_404_429_0214.jpg,Face2Face
10965,404Face2Face,101,1,Train,Face2Face_404_429_0123.jpg,Face2Face
11175,622youtube,101,0,Train,youtube_622_0029.jpg,youtube
11151,622youtube,101,0,Train,youtube_622_0062.jpg,youtube
11474,570youtube,101,0,Train,youtube_570_0167.jpg,youtube
11415,570youtube,101,0,Train,youtube_570_0055.jpg,youtube
11916,779youtube,101,0,Train,youtube_779_0112.jpg,youtube
11751,779youtube,101,0,Train,youtube_779_0045.jpg,youtube
11887,779youtube,101,0,Train,youtube_779_0195.jpg,youtube
11782,779youtube,101,0,Train,youtube_779_0189.jpg,youtube
11791,779youtube,101,0,Train,youtube_779_0158.jpg,youtube
11927,483Deepfakes,101,1,Train,Deepfakes_483_370_0250.jpg,Deepfakes
11922,483Deepfakes,101,1,Train,Deepfakes_483_370_0000.jpg,Deepfakes
12309,257Deepfakes,101,1,Train,Deepfakes_257_420_0662.jpg,Deepfakes
12237,257Deepfakes,101,1,Train,Deepfakes_257_420_0205.jpg,Deepfakes
12233,257Deepfakes,101,1,Train,Deepfakes_257_420_0022.jpg,Deepfakes
12296,257Deepfakes,101,1,Train,Deepfakes_257_420_0068.jpg,Deepfakes
12265,257Deepfakes,101,1,Train,Deepfakes_257_420_0609.jpg,Deepfakes
12482,005Deepfakes,101,1,Train,Deepfakes_005_010_0057.jpg,Deepfakes
12464,005Deepfakes,101,1,Train,Deepfakes_005_010_0011.jpg,Deepfakes
12449,005Deepfakes,101,1,Train,Deepfakes_005_010_0341.jpg,Deepfakes
12362,005Deepfakes,101,1,Train,Deepfakes_005_010_0149.jpg,Deepfakes
12502,005Deepfakes,101,1,Train,Deepfakes_005_010_0230.jpg,Deepfakes
12626,03_15__podium_speech_happy__OY4I7ZU8_deepfakedetection,101,1,Train,deepfakedetection_03_15__podium_speech_happy__OY4I7ZU8_0343.jpg,deepfakedetection
12749,03_15__podium_speech_happy__OY4I7ZU8_deepfakedetection,101,1,Train,deepfakedetection_03_15__podium_speech_happy__OY4I7ZU8_0000.jpg,deepfakedetection
12698,03_15__podium_speech_happy__OY4I7ZU8_deepfakedetection,101,1,Train,deepfakedetection_03_15__podium_speech_happy__OY4I7ZU8_0762.jpg,deepfakedetection
12587,03_15__podium_speech_happy__OY4I7ZU8_deepfakedetection,101,1,Train,deepfakedetection_03_15__podium_speech_happy__OY4I7ZU8_0444.jpg,deepfakedetection
12714,03_15__podium_speech_happy__OY4I7ZU8_deepfakedetection,101,1,Train,deepfakedetection_03_15__podium_speech_happy__OY4I7ZU8_0603.jpg,deepfakedetection
12872,23__kitchen_still_actors,101,0,Train,actors_23__kitchen_still_0971.jpg,actors
12929,23__kitchen_still_actors,101,0,Train,actors_23__kitchen_still_0041.jpg,actors
12907,23__kitchen_still_actors,101,0,Train,actors_23__kitchen_still_0217.jpg,actors
12950,23__kitchen_still_actors,101,0,Train,actors_23__kitchen_still_0961.jpg,actors
12883,23__kitchen_still_actors,101,0,Train,actors_23__kitchen_still_0765.jpg,actors
13068,26__walk_down_hall_angry_actors,101,0,Train,actors_26__walk_down_hall_angry_0015.jpg,actors
13080,26__walk_down_hall_angry_actors,101,0,Train,actors_26__walk_down_hall_angry_0396.jpg,actors
13070,26__walk_down_hall_angry_actors,101,0,Train,actors_26__walk_down_hall_angry_0135.jpg,actors
13050,26__walk_down_hall_angry_actors,101,0,Train,actors_26__walk_down_hall_angry_0146.jpg,actors
13042,26__walk_down_hall_angry_actors,101,0,Train,actors_26__walk_down_hall_angry_0010.jpg,actors
13140,953Face2Face,101,1,Train,Face2Face_953_974_0275.jpg,Face2Face
13167,953Face2Face,101,1,Train,Face2Face_953_974_0091.jpg,Face2Face
13130,953Face2Face,101,1,Train,Face2Face_953_974_0072.jpg,Face2Face
13174,953Face2Face,101,1,Train,Face2Face_953_974_0152.jpg,Face2Face
13191,953Face2Face,101,1,Train,Face2Face_953_974_0294.jpg,Face2Face
13411,157youtube,102,0,Train,youtube_157_0082.jpg,youtube
13295,157youtube,102,0,Train,youtube_157_0145.jpg,youtube
13854,959youtube,101,0,Train,youtube_959_0375.jpg,youtube
13926,959youtube,101,0,Train,youtube_959_0211.jpg,youtube
13880,959youtube,101,0,Train,youtube_959_0293.jpg,youtube
13724,959youtube,101,0,Train,youtube_959_0211.jpg,youtube
13596,959youtube,101,0,Train,youtube_959_0129.jpg,youtube
14358,094Deepfakes,101,1,Train,Deepfakes_094_111_0011.jpg,Deepfakes
14344,094Deepfakes,101,1,Train,Deepfakes_094_111_0329.jpg,Deepfakes
14541,094Deepfakes,101,1,Train,Deepfakes_094_111_0552.jpg,Deepfakes
14724,170Deepfakes,98,1,Train,Deepfakes_170_186_0407.jpg,Deepfakes
14846,170Deepfakes,98,1,Train,Deepfakes_170_186_0015.jpg,Deepfakes
14902,170Deepfakes,98,1,Train,Deepfakes_170_186_0382.jpg,Deepfakes
14856,170Deepfakes,98,1,Train,Deepfakes_170_186_0447.jpg,Deepfakes
14779,170Deepfakes,98,1,Train,Deepfakes_170_186_0201.jpg,Deepfakes
15038,26_04__talking_against_wall__WX836VLY_deepfakedetection,101,1,Train,deepfakedetection_26_04__talking_against_wall__WX836VLY_0142.jpg,deepfakedetection
14947,26_04__talking_against_wall__WX836VLY_deepfakedetection,101,1,Train,deepfakedetection_26_04__talking_against_wall__WX836VLY_1229.jpg,deepfakedetection
15106,26_04__talking_against_wall__WX836VLY_deepfakedetection,101,1,Train,deepfakedetection_26_04__talking_against_wall__WX836VLY_1074.jpg,deepfakedetection
15256,07__talking_against_wall_actors,101,0,Train,actors_07__talking_against_wall_0605.jpg,actors
15356,07__talking_against_wall_actors,101,0,Train,actors_07__talking_against_wall_0712.jpg,actors
15350,07__talking_against_wall_actors,101,0,Train,actors_07__talking_against_wall_0414.jpg,actors
15261,07__talking_against_wall_actors,101,0,Train,actors_07__talking_against_wall_0480.jpg,actors
15439,07__talking_against_wall_actors,101,0,Train,actors_07__talking_against_wall_0256.jpg,actors
15576,23__outside_talking_still_laughing_actors,101,0,Train,actors_23__outside_talking_still_laughing_0287.jpg,actors
15713,23__outside_talking_still_laughing_actors,101,0,Train,actors_23__outside_talking_still_laughing_0445.jpg,actors
15679,23__outside_talking_still_laughing_actors,101,0,Train,actors_23__outside_talking_still_laughing_0863.jpg,actors
15861,349youtube,101,0,Train,youtube_349_0385.jpg,youtube
15915,349youtube,101,0,Train,youtube_349_0117.jpg,youtube
16128,361youtube,101,0,Train,youtube_361_0381.jpg,youtube
16070,361youtube,101,0,Train,youtube_361_0217.jpg,youtube
16077,361youtube,101,0,Train,youtube_361_0099.jpg,youtube
16707,094youtube,101,0,Train,youtube_094_0000.jpg,youtube
16773,094youtube,101,0,Train,youtube_094_0541.jpg,youtube
16698,094youtube,101,0,Train,youtube_094_0145.jpg,youtube
16523,094youtube,101,0,Train,youtube_094_0357.jpg,youtube
16784,094youtube,101,0,Train,youtube_094_0518.jpg,youtube
17227,828Deepfakes,101,1,Train,Deepfakes_828_830_0038.jpg,Deepfakes
17198,828Deepfakes,101,1,Train,Deepfakes_828_830_0187.jpg,Deepfakes
17111,828Deepfakes,101,1,Train,Deepfakes_828_830_0124.jpg,Deepfakes
17199,828Deepfakes,101,1,Train,Deepfakes_828_830_0159.jpg,Deepfakes
17083,828Deepfakes,101,1,Train,Deepfakes_828_830_0241.jpg,Deepfakes
17660,205youtube,101,0,Train,youtube_205_0241.jpg,youtube
17645,205youtube,101,0,Train,youtube_205_0153.jpg,youtube
17346,205youtube,101,0,Train,youtube_205_0201.jpg,youtube
17267,205youtube,101,0,Train,youtube_205_0122.jpg,youtube
17331,205youtube,101,0,Train,youtube_205_0091.jpg,youtube
17776,506youtube,101,0,Train,youtube_506_0146.jpg,youtube
17836,506youtube,101,0,Train,youtube_506_0520.jpg,youtube
17790,506youtube,101,0,Train,youtube_506_0420.jpg,youtube
18296,071Deepfakes,101,1,Train,Deepfakes_071_054_0338.jpg,Deepfakes
18599,013youtube,100,0,Train,youtube_013_0175.jpg,youtube
18513,013youtube,100,0,Train,youtube_013_0294.jpg,youtube
18617,013youtube,100,0,Train,youtube_013_0235.jpg,youtube
18667,013youtube,100,0,Train,youtube_013_0029.jpg,youtube
18524,013youtube,100,0,Train,youtube_013_0327.jpg,youtube
18684,112youtube,101,0,Train,youtube_112_0258.jpg,youtube
18739,112youtube,101,0,Train,youtube_112_0070.jpg,youtube
18919,669Deepfakes,101,1,Train,Deepfakes_669_682_0263.jpg,Deepfakes
19037,669Deepfakes,101,1,Train,Deepfakes_669_682_0092.jpg,Deepfakes
18986,669Deepfakes,101,1,Train,Deepfakes_669_682_0185.jpg,Deepfakes
19048,669Deepfakes,101,1,Train,Deepfakes_669_682_0248.jpg,Deepfakes
19686,628youtube,101,0,Train,youtube_628_0321.jpg,youtube
19304,628youtube,101,0,Train,youtube_628_0590.jpg,youtube
19450,628youtube,101,0,Train,youtube_628_0295.jpg,youtube
19291,628youtube,101,0,Train,youtube_628_0312.jpg,youtube
19591,628youtube,101,0,Train,youtube_628_0759.jpg,youtube
19840,667youtube,101,0,Train,youtube_667_0079.jpg,youtube
20145,667youtube,101,0,Train,youtube_667_0257.jpg,youtube
20113,667youtube,101,0,Train,youtube_667_0074.jpg,youtube
20070,667youtube,101,0,Train,youtube_667_0126.jpg,youtube
20085,667youtube,101,0,Train,youtube_667_0234.jpg,youtube
20403,221youtube,101,0,Train,youtube_221_0623.jpg,youtube
20496,221youtube,101,0,Train,youtube_221_0344.jpg,youtube
20412,221youtube,101,0,Train,youtube_221_0229.jpg,youtube
20264,221youtube,101,0,Train,youtube_221_0272.jpg,youtube
20357,221youtube,101,0,Train,youtube_221_0394.jpg,youtube
20976,22__walk_down_hall_angry_actors,101,0,Train,actors_22__walk_down_hall_angry_0043.jpg,actors
20933,22__walk_down_hall_angry_actors,101,0,Train,actors_22__walk_down_hall_angry_0062.jpg,actors
20875,22__walk_down_hall_angry_actors,101,0,Train,actors_22__walk_down_hall_angry_0043.jpg,actors
20968,22__walk_down_hall_angry_actors,101,0,Train,actors_22__walk_down_hall_angry_0347.jpg,actors
21225,502Deepfakes,101,1,Train,Deepfakes_502_504_0003.jpg,Deepfakes
21281,502Deepfakes,101,1,Train,Deepfakes_502_504_0199.jpg,Deepfakes
21258,502Deepfakes,101,1,Train,Deepfakes_502_504_0044.jpg,Deepfakes
21378,502Deepfakes,101,1,Train,Deepfakes_502_504_0037.jpg,Deepfakes
21361,502Deepfakes,101,1,Train,Deepfakes_502_504_0265.jpg,Deepfakes
21597,24__walking_down_street_outside_angry_actors,101,0,Train,actors_24__walking_down_street_outside_angry_1021.jpg,actors
21604,24__walking_down_street_outside_angry_actors,101,0,Train,actors_24__walking_down_street_outside_angry_0768.jpg,actors
21657,24__walking_down_street_outside_angry_actors,101,0,Train,actors_24__walking_down_street_outside_angry_0021.jpg,actors
21453,24__walking_down_street_outside_angry_actors,101,0,Train,actors_24__walking_down_street_outside_angry_0867.jpg,actors
21480,24__walking_down_street_outside_angry_actors,101,0,Train,actors_24__walking_down_street_outside_angry_0098.jpg,actors
21955,982FaceShifter,101,1,Train,FaceShifter_982_004_0497.jpg,FaceShifter
21914,982FaceShifter,101,1,Train,FaceShifter_982_004_0810.jpg,FaceShifter
21812,982FaceShifter,101,1,Train,FaceShifter_982_004_0565.jpg,FaceShifter
21826,982FaceShifter,101,1,Train,FaceShifter_982_004_0801.jpg,FaceShifter
22007,982FaceShifter,101,1,Train,FaceShifter_982_004_0607.jpg,FaceShifter
22585,518Deepfakes,101,1,Train,Deepfakes_518_131_0205.jpg,Deepfakes
22579,518Deepfakes,101,1,Train,Deepfakes_518_131_0041.jpg,Deepfakes
22859,313FaceSwap,101,1,Train,FaceSwap_313_283_0446.jpg,FaceSwap
22850,313FaceSwap,101,1,Train,FaceSwap_313_283_0268.jpg,FaceSwap
22853,313FaceSwap,101,1,Train,FaceSwap_313_283_0148.jpg,FaceSwap
22930,313FaceSwap,101,1,Train,FaceSwap_313_283_0033.jpg,FaceSwap
22888,313FaceSwap,101,1,Train,FaceSwap_313_283_0062.jpg,FaceSwap
23043,019FaceSwap,101,1,Train,FaceSwap_019_018_0418.jpg,FaceSwap
23517,597youtube,101,0,Train,youtube_597_0293.jpg,youtube
23659,597youtube,101,0,Train,youtube_597_0216.jpg,youtube
23663,597youtube,101,0,Train,youtube_597_0251.jpg,youtube
23531,597youtube,101,0,Train,youtube_597_0239.jpg,youtube
23679,597youtube,101,0,Train,youtube_597_0287.jpg,youtube
23938,073Deepfakes,101,1,Train,Deepfakes_073_024_0582.jpg,Deepfakes
23859,073Deepfakes,101,1,Train,Deepfakes_073_024_0512.jpg,Deepfakes
23903,073Deepfakes,101,1,Train,Deepfakes_073_024_0435.jpg,Deepfakes
23860,073Deepfakes,101,1,Train,Deepfakes_073_024_0042.jpg,Deepfakes
24022,073Deepfakes,101,1,Train,Deepfakes_073_024_0308.jpg,Deepfakes
24290,943youtube,101,0,Train,youtube_943_0309.jpg,youtube
24255,943youtube,101,0,Train,youtube_943_0295.jpg,youtube
24337,943youtube,101,0,Train,youtube_943_0121.jpg,youtube
24371,943youtube,101,0,Train,youtube_943_0276.jpg,youtube
24411,943youtube,101,0,Train,youtube_943_0136.jpg,youtube
24584,783Deepfakes,101,1,Train,Deepfakes_783_916_0385.jpg,Deepfakes
24721,783Deepfakes,101,1,Train,Deepfakes_783_916_0265.jpg,Deepfakes
24692,783Deepfakes,101,1,Train,Deepfakes_783_916_0337.jpg,Deepfakes
24587,783Deepfakes,101,1,Train,Deepfakes_783_916_0084.jpg,Deepfakes
24476,783Deepfakes,101,1,Train,Deepfakes_783_916_0273.jpg,Deepfakes
24752,21__walking_outside_cafe_disgusted_actors,101,0,Train,actors_21__walking_outside_cafe_disgusted_0211.jpg,actors
24856,21__walking_outside_cafe_disgusted_actors,101,0,Train,actors_21__walking_outside_cafe_disgusted_0143.jpg,actors
24862,21__walking_outside_cafe_disgusted_actors,101,0,Train,actors_21__walking_outside_cafe_disgusted_0040.jpg,actors
25476,957youtube,101,0,Train,youtube_957_0291.jpg,youtube
25402,957youtube,101,0,Train,youtube_957_0054.jpg,youtube
25292,957youtube,101,0,Train,youtube_957_0104.jpg,youtube
25858,040Deepfakes,101,1,Train,Deepfakes_040_997_0016.jpg,Deepfakes
25812,040Deepfakes,101,1,Train,Deepfakes_040_997_0218.jpg,Deepfakes
25857,040Deepfakes,101,1,Train,Deepfakes_040_997_0257.jpg,Deepfakes
25829,040Deepfakes,101,1,Train,Deepfakes_040_997_0415.jpg,Deepfakes
25895,040Deepfakes,101,1,Train,Deepfakes_040_997_0448.jpg,Deepfakes
26025,354FaceSwap,101,1,Train,FaceSwap_354_362_0290.jpg,FaceSwap
25997,354FaceSwap,101,1,Train,FaceSwap_354_362_0281.jpg,FaceSwap
26267,260Deepfakes,101,1,Train,Deepfakes_260_331_0198.jpg,Deepfakes
26275,260Deepfakes,101,1,Train,Deepfakes_260_331_0096.jpg,Deepfakes
26327,260Deepfakes,101,1,Train,Deepfakes_260_331_0276.jpg,Deepfakes
26431,260Deepfakes,101,1,Train,Deepfakes_260_331_0258.jpg,Deepfakes
26759,754Face2Face,101,1,Train,Face2Face_754_758_0245.jpg,Face2Face
26765,754Face2Face,101,1,Train,Face2Face_754_758_0253.jpg,Face2Face
26822,754Face2Face,101,1,Train,Face2Face_754_758_0234.jpg,Face2Face
26849,754Face2Face,101,1,Train,Face2Face_754_758_0128.jpg,Face2Face
26749,754Face2Face,101,1,Train,Face2Face_754_758_0042.jpg,Face2Face
27158,357youtube,101,0,Train,youtube_357_0120.jpg,youtube
27065,357youtube,101,0,Train,youtube_357_0231.jpg,youtube
26941,357youtube,101,0,Train,youtube_357_0034.jpg,youtube
27228,357youtube,101,0,Train,youtube_357_0269.jpg,youtube
26886,357youtube,101,0,Train,youtube_357_0151.jpg,youtube
27362,119youtube,101,0,Train,youtube_119_0415.jpg,youtube
27359,119youtube,101,0,Train,youtube_119_0255.jpg,youtube
27703,20__outside_talking_still_laughing_actors,101,0,Train,actors_20__outside_talking_still_laughing_0312.jpg,actors
27723,20__outside_talking_still_laughing_actors,101,0,Train,actors_20__outside_talking_still_laughing_0405.jpg,actors
27704,20__outside_talking_still_laughing_actors,101,0,Train,actors_20__outside_talking_still_laughing_0717.jpg,actors
27721,20__outside_talking_still_laughing_actors,101,0,Train,actors_20__outside_talking_still_laughing_0067.jpg,actors
