,Video_ID,Label,Frame_ID,Dataset
233,02250,0,youtube_02250.jpg,youtube
234,00100,0,actors_00100.jpg,actors
235,06750,0,youtube_06750.jpg,youtube
236,04400,0,actors_04400.jpg,actors
237,14340,0,youtube_14340.jpg,youtube
238,09130,0,actors_09130.jpg,actors
239,10640,0,youtube_10640.jpg,youtube
240,12510,0,actors_12510.jpg,actors
241,02930,0,actors_02930.jpg,actors
242,07690,0,actors_07690.jpg,actors
243,03390,0,actors_03390.jpg,actors
244,11780,0,actors_11780.jpg,actors
245,12080,0,youtube_12080.jpg,youtube
246,04190,0,youtube_04190.jpg,youtube
247,07860,0,actors_07860.jpg,actors
248,00490,0,youtube_00490.jpg,youtube
249,05910,0,actors_05910.jpg,actors
250,09680,0,actors_09680.jpg,actors
251,09870,0,actors_09870.jpg,actors
252,00840,0,actors_00840.jpg,actors
253,10460,0,actors_10460.jpg,actors
254,12730,0,youtube_12730.jpg,youtube
255,09310,0,youtube_09310.jpg,youtube
256,01980,0,youtube_01980.jpg,youtube
257,06570,0,actors_06570.jpg,actors
258,04620,0,youtube_04620.jpg,youtube
259,02070,0,actors_02070.jpg,actors
260,00320,0,youtube_00320.jpg,youtube
261,05270,0,youtube_05270.jpg,youtube
262,07120,0,actors_07120.jpg,actors
263,01770,0,youtube_01770.jpg,youtube
264,03420,0,actors_03420.jpg,actors
265,11030,0,actors_11030.jpg,actors
266,08740,0,youtube_08740.jpg,youtube
267,10480,0,youtube_10480.jpg,youtube
268,08950,0,actors_08950.jpg,actors
269,06590,0,youtube_06590.jpg,youtube
270,01960,0,actors_01960.jpg,actors
271,02090,0,youtube_02090.jpg,youtube
272,05290,0,actors_05290.jpg,actors
273,04830,0,actors_04830.jpg,actors
274,01790,0,actors_01790.jpg,actors
275,13380,0,actors_13380.jpg,actors
276,12920,0,actors_12920.jpg,actors
277,00650,0,youtube_00650.jpg,youtube
278,02500,0,actors_02500.jpg,actors
279,04350,0,youtube_04350.jpg,youtube
280,06000,0,actors_06000.jpg,actors
281,09660,0,youtube_09660.jpg,youtube
282,10110,0,actors_10110.jpg,actors
283,08230,0,youtube_08230.jpg,youtube
284,09890,0,youtube_09890.jpg,youtube
285,11540,0,actors_11540.jpg,actors
286,13610,0,youtube_13610.jpg,youtube
287,03150,0,actors_03150.jpg,actors
288,01200,0,youtube_01200.jpg,youtube
289,07450,0,actors_07450.jpg,actors
290,05700,0,youtube_05700.jpg,youtube
291,01800,0,actors_01800.jpg,actors
292,09290,0,actors_09290.jpg,actors
293,08830,0,actors_08830.jpg,actors
294,12840,0,actors_12840.jpg,actors
295,04950,0,actors_04950.jpg,actors
296,10070,0,actors_10070.jpg,actors
297,12320,0,youtube_12320.jpg,youtube
298,13980,0,youtube_13980.jpg,youtube
299,14570,0,actors_14570.jpg,actors
300,09700,0,youtube_09700.jpg,youtube
301,06160,0,actors_06160.jpg,actors
302,04230,0,youtube_04230.jpg,youtube
303,02460,0,actors_02460.jpg,actors
304,05890,0,youtube_05890.jpg,youtube
305,00730,0,youtube_00730.jpg,youtube
306,05660,0,youtube_05660.jpg,youtube
307,07530,0,actors_07530.jpg,actors
308,01360,0,youtube_01360.jpg,youtube
309,03030,0,actors_03030.jpg,actors
310,13770,0,youtube_13770.jpg,youtube
311,11420,0,actors_11420.jpg,actors
312,08350,0,youtube_08350.jpg,youtube
313,10090,0,youtube_10090.jpg,youtube
314,13960,0,actors_13960.jpg,actors
315,06180,0,youtube_06180.jpg,youtube
316,05870,0,actors_05870.jpg,actors
317,02480,0,youtube_02480.jpg,youtube
318,00920,0,actors_00920.jpg,actors
319,05680,0,actors_05680.jpg,actors
320,01380,0,actors_01380.jpg,actors
321,09910,0,actors_09910.jpg,actors
322,13790,0,actors_13790.jpg,actors
323,00240,0,youtube_00240.jpg,youtube
324,02110,0,actors_02110.jpg,actors
325,04740,0,youtube_04740.jpg,youtube
326,06410,0,actors_06410.jpg,actors
327,09270,0,youtube_09270.jpg,youtube
328,14000,0,actors_14000.jpg,actors
329,10500,0,actors_10500.jpg,actors
330,08620,0,youtube_08620.jpg,youtube
331,13200,0,youtube_13200.jpg,youtube
332,03540,0,actors_03540.jpg,actors
333,01610,0,youtube_01610.jpg,youtube
334,07040,0,actors_07040.jpg,actors
335,05310,0,youtube_05310.jpg,youtube
336,00250,0,youtube_00250.jpg,youtube
337,02100,0,actors_02100.jpg,actors
338,04750,0,youtube_04750.jpg,youtube
339,06400,0,actors_06400.jpg,actors
340,09260,0,youtube_09260.jpg,youtube
341,12640,0,youtube_12640.jpg,youtube
342,10510,0,actors_10510.jpg,actors
343,08630,0,youtube_08630.jpg,youtube
344,11140,0,actors_11140.jpg,actors
345,03550,0,actors_03550.jpg,actors
346,01600,0,youtube_01600.jpg,youtube
347,07050,0,actors_07050.jpg,actors
348,05300,0,youtube_05300.jpg,youtube
349,10080,0,youtube_10080.jpg,youtube
350,13970,0,actors_13970.jpg,actors
351,14580,0,youtube_14580.jpg,youtube
352,06190,0,youtube_06190.jpg,youtube
353,02490,0,youtube_02490.jpg,youtube
354,05860,0,actors_05860.jpg,actors
355,00930,0,actors_00930.jpg,actors
356,05690,0,actors_05690.jpg,actors
357,01390,0,actors_01390.jpg,actors
358,09900,0,actors_09900.jpg,actors
359,10060,0,actors_10060.jpg,actors
360,12330,0,youtube_12330.jpg,youtube
361,09710,0,youtube_09710.jpg,youtube
362,06170,0,actors_06170.jpg,actors
363,04220,0,youtube_04220.jpg,youtube
364,05880,0,youtube_05880.jpg,youtube
365,02470,0,actors_02470.jpg,actors
366,00720,0,youtube_00720.jpg,youtube
367,05670,0,youtube_05670.jpg,youtube
368,07520,0,actors_07520.jpg,actors
369,01370,0,youtube_01370.jpg,youtube
370,03020,0,actors_03020.jpg,actors
371,13760,0,youtube_13760.jpg,youtube
372,11430,0,actors_11430.jpg,actors
373,08340,0,youtube_08340.jpg,youtube
374,01810,0,actors_01810.jpg,actors
375,09280,0,actors_09280.jpg,actors
376,08820,0,actors_08820.jpg,actors
377,12850,0,actors_12850.jpg,actors
378,04940,0,actors_04940.jpg,actors
379,00640,0,youtube_00640.jpg,youtube
380,02510,0,actors_02510.jpg,actors
381,04340,0,youtube_04340.jpg,youtube
382,06010,0,actors_06010.jpg,actors
383,09670,0,youtube_09670.jpg,youtube
384,14400,0,actors_14400.jpg,actors
385,12250,0,youtube_12250.jpg,youtube
386,10100,0,actors_10100.jpg,actors
387,15050,0,actors_15050.jpg,actors
388,08220,0,youtube_08220.jpg,youtube
389,09880,0,youtube_09880.jpg,youtube
390,11550,0,actors_11550.jpg,actors
391,13600,0,youtube_13600.jpg,youtube
392,03140,0,actors_03140.jpg,actors
393,01210,0,youtube_01210.jpg,youtube
394,07440,0,actors_07440.jpg,actors
395,05710,0,youtube_05710.jpg,youtube
396,08940,0,actors_08940.jpg,actors
397,01970,0,actors_01970.jpg,actors
398,06580,0,youtube_06580.jpg,youtube
399,02080,0,youtube_02080.jpg,youtube
400,05280,0,actors_05280.jpg,actors
401,04820,0,actors_04820.jpg,actors
402,01780,0,actors_01780.jpg,actors
403,13390,0,actors_13390.jpg,actors
404,12930,0,actors_12930.jpg,actors
405,10470,0,actors_10470.jpg,actors
406,09300,0,youtube_09300.jpg,youtube
407,06560,0,actors_06560.jpg,actors
408,01990,0,youtube_01990.jpg,youtube
409,04630,0,youtube_04630.jpg,youtube
410,02060,0,actors_02060.jpg,actors
411,00330,0,youtube_00330.jpg,youtube
412,05260,0,youtube_05260.jpg,youtube
413,07130,0,actors_07130.jpg,actors
414,01760,0,youtube_01760.jpg,youtube
415,03430,0,actors_03430.jpg,actors
416,11020,0,actors_11020.jpg,actors
417,05900,0,actors_05900.jpg,actors
418,13810,0,actors_13810.jpg,actors
419,09690,0,actors_09690.jpg,actors
420,09860,0,actors_09860.jpg,actors
421,00850,0,actors_00850.jpg,actors
422,02920,0,actors_02920.jpg,actors
423,07680,0,actors_07680.jpg,actors
424,03380,0,actors_03380.jpg,actors
425,11790,0,actors_11790.jpg,actors
426,12090,0,youtube_12090.jpg,youtube
427,11960,0,actors_11960.jpg,actors
428,04180,0,youtube_04180.jpg,youtube
429,00480,0,youtube_00480.jpg,youtube
430,07870,0,actors_07870.jpg,actors
431,08570,0,actors_08570.jpg,actors
432,13150,0,actors_13150.jpg,actors
433,11200,0,youtube_11200.jpg,youtube
434,01540,0,actors_01540.jpg,actors
435,03610,0,youtube_03610.jpg,youtube
436,05040,0,actors_05040.jpg,actors
437,07310,0,youtube_07310.jpg,youtube
438,02240,0,youtube_02240.jpg,youtube
439,00110,0,actors_00110.jpg,actors
440,06740,0,youtube_06740.jpg,youtube
441,04410,0,actors_04410.jpg,actors
442,14350,0,youtube_14350.jpg,youtube
443,09120,0,actors_09120.jpg,actors
444,10650,0,youtube_10650.jpg,youtube
445,12500,0,actors_12500.jpg,actors
446,08590,0,youtube_08590.jpg,youtube
447,10840,0,actors_10840.jpg,actors
448,06950,0,actors_06950.jpg,actors
449,03800,0,actors_03800.jpg,actors
450,07660,0,youtube_07660.jpg,youtube
451,05530,0,actors_05530.jpg,actors
452,03360,0,youtube_03360.jpg,youtube
453,01030,0,actors_01030.jpg,actors
454,11770,0,youtube_11770.jpg,youtube
455,08000,0,actors_08000.jpg,actors
456,12070,0,actors_12070.jpg,actors
457,10320,0,youtube_10320.jpg,youtube
458,11980,0,youtube_11980.jpg,youtube
459,09450,0,actors_09450.jpg,actors
460,04160,0,actors_04160.jpg,actors
461,06230,0,youtube_06230.jpg,youtube
462,07890,0,youtube_07890.jpg,youtube
463,00460,0,actors_00460.jpg,actors
464,02730,0,youtube_02730.jpg,youtube
465,07290,0,actors_07290.jpg,actors
466,06830,0,actors_06830.jpg,actors
467,03790,0,actors_03790.jpg,actors
468,11380,0,actors_11380.jpg,actors
469,10920,0,actors_10920.jpg,actors
470,12480,0,youtube_12480.jpg,youtube
471,03960,0,actors_03960.jpg,actors
472,04590,0,youtube_04590.jpg,youtube
473,00090,0,youtube_00090.jpg,youtube
474,08160,0,actors_08160.jpg,actors
475,13540,0,actors_13540.jpg,actors
476,01150,0,actors_01150.jpg,actors
477,03200,0,youtube_03200.jpg,youtube
478,05450,0,actors_05450.jpg,actors
479,07700,0,youtube_07700.jpg,youtube
480,02650,0,youtube_02650.jpg,youtube
481,00500,0,actors_00500.jpg,actors
482,06350,0,youtube_06350.jpg,youtube
483,04000,0,actors_04000.jpg,actors
484,09530,0,actors_09530.jpg,actors
485,10240,0,youtube_10240.jpg,youtube
486,12110,0,actors_12110.jpg,actors
487,08180,0,youtube_08180.jpg,youtube
488,02840,0,actors_02840.jpg,actors
489,07910,0,actors_07910.jpg,actors
490,07270,0,youtube_07270.jpg,youtube
491,05120,0,actors_05120.jpg,actors
492,03770,0,youtube_03770.jpg,youtube
493,01420,0,actors_01420.jpg,actors
494,11360,0,youtube_11360.jpg,youtube
495,13030,0,actors_13030.jpg,actors
496,08410,0,actors_08410.jpg,actors
497,12460,0,actors_12460.jpg,actors
498,10730,0,youtube_10730.jpg,youtube
499,09040,0,actors_09040.jpg,actors
500,04570,0,actors_04570.jpg,actors
501,03980,0,youtube_03980.jpg,youtube
502,06620,0,youtube_06620.jpg,youtube
503,00070,0,actors_00070.jpg,actors
504,02320,0,youtube_02320.jpg,youtube
505,02450,0,youtube_02450.jpg,youtube
506,00700,0,actors_00700.jpg,actors
507,06150,0,youtube_06150.jpg,youtube
508,04200,0,actors_04200.jpg,actors
509,09730,0,actors_09730.jpg,actors
510,10040,0,youtube_10040.jpg,youtube
511,12310,0,actors_12310.jpg,actors
512,08360,0,actors_08360.jpg,actors
513,13740,0,actors_13740.jpg,actors
514,11410,0,youtube_11410.jpg,youtube
515,01350,0,actors_01350.jpg,actors
516,03000,0,youtube_03000.jpg,youtube
517,05650,0,actors_05650.jpg,actors
518,07500,0,youtube_07500.jpg,youtube
519,08800,0,youtube_08800.jpg,youtube
520,12680,0,youtube_12680.jpg,youtube
521,01830,0,youtube_01830.jpg,youtube
522,04790,0,youtube_04790.jpg,youtube
523,00290,0,youtube_00290.jpg,youtube
524,07090,0,actors_07090.jpg,actors
525,03590,0,actors_03590.jpg,actors
526,04960,0,youtube_04960.jpg,youtube
527,11180,0,actors_11180.jpg,actors
528,12870,0,youtube_12870.jpg,youtube
529,10530,0,youtube_10530.jpg,youtube
530,09240,0,actors_09240.jpg,actors
531,04770,0,actors_04770.jpg,actors
532,06420,0,youtube_06420.jpg,youtube
533,00270,0,actors_00270.jpg,actors
534,02120,0,youtube_02120.jpg,youtube
535,07070,0,youtube_07070.jpg,youtube
536,05320,0,actors_05320.jpg,actors
537,04980,0,actors_04980.jpg,actors
538,03570,0,youtube_03570.jpg,youtube
539,01620,0,actors_01620.jpg,actors
540,11160,0,youtube_11160.jpg,youtube
541,13230,0,actors_13230.jpg,actors
542,12890,0,actors_12890.jpg,actors
543,08610,0,actors_08610.jpg,actors
544,05840,0,youtube_05840.jpg,youtube
545,08380,0,youtube_08380.jpg,youtube
546,09920,0,youtube_09920.jpg,youtube
547,00910,0,youtube_00910.jpg,youtube
548,02040,0,youtube_02040.jpg,youtube
549,00310,0,actors_00310.jpg,actors
550,06540,0,youtube_06540.jpg,youtube
551,04610,0,actors_04610.jpg,actors
552,09320,0,actors_09320.jpg,actors
553,10450,0,youtube_10450.jpg,youtube
554,08980,0,actors_08980.jpg,actors
555,12700,0,actors_12700.jpg,actors
556,08770,0,actors_08770.jpg,actors
557,13350,0,actors_13350.jpg,actors
558,01740,0,actors_01740.jpg,actors
559,03410,0,youtube_03410.jpg,youtube
560,05240,0,actors_05240.jpg,actors
561,07110,0,youtube_07110.jpg,youtube
562,12290,0,youtube_12290.jpg,youtube
563,13830,0,youtube_13830.jpg,youtube
564,04380,0,youtube_04380.jpg,youtube
565,05920,0,youtube_05920.jpg,youtube
566,00680,0,youtube_00680.jpg,youtube
567,00870,0,youtube_00870.jpg,youtube
568,07480,0,actors_07480.jpg,actors
569,03180,0,actors_03180.jpg,actors
570,09840,0,youtube_09840.jpg,youtube
571,11590,0,actors_11590.jpg,actors
572,12270,0,actors_12270.jpg,actors
573,10120,0,youtube_10120.jpg,youtube
574,09650,0,actors_09650.jpg,actors
575,04360,0,actors_04360.jpg,actors
576,06030,0,youtube_06030.jpg,youtube
577,00660,0,actors_00660.jpg,actors
578,02530,0,youtube_02530.jpg,youtube
579,07460,0,youtube_07460.jpg,youtube
580,00890,0,actors_00890.jpg,actors
581,05730,0,actors_05730.jpg,actors
582,03160,0,youtube_03160.jpg,youtube
583,01230,0,actors_01230.jpg,actors
584,11570,0,youtube_11570.jpg,youtube
585,13620,0,actors_13620.jpg,actors
586,08200,0,actors_08200.jpg,actors
587,01950,0,youtube_01950.jpg,youtube
588,08960,0,youtube_08960.jpg,youtube
589,08790,0,youtube_08790.jpg,youtube
590,04800,0,youtube_04800.jpg,youtube
591,05080,0,actors_05080.jpg,actors
592,01580,0,actors_01580.jpg,actors
593,06970,0,youtube_06970.jpg,youtube
594,13190,0,actors_13190.jpg,actors
595,10860,0,youtube_10860.jpg,youtube
596,10690,0,youtube_10690.jpg,youtube
597,03820,0,youtube_03820.jpg,youtube
598,06780,0,youtube_06780.jpg,youtube
599,02280,0,youtube_02280.jpg,youtube
600,08020,0,youtube_08020.jpg,youtube
601,11750,0,actors_11750.jpg,actors
602,03340,0,actors_03340.jpg,actors
603,01010,0,youtube_01010.jpg,youtube
604,07640,0,actors_07640.jpg,actors
605,05510,0,youtube_05510.jpg,youtube
606,00440,0,youtube_00440.jpg,youtube
607,02710,0,actors_02710.jpg,actors
608,04140,0,youtube_04140.jpg,youtube
609,06210,0,actors_06210.jpg,actors
610,09470,0,youtube_09470.jpg,youtube
611,12050,0,youtube_12050.jpg,youtube
612,10300,0,actors_10300.jpg,actors
613,02900,0,youtube_02900.jpg,youtube
614,07850,0,youtube_07850.jpg,youtube
615,09490,0,actors_09490.jpg,actors
616,05060,0,youtube_05060.jpg,youtube
617,07330,0,actors_07330.jpg,actors
618,06990,0,actors_06990.jpg,actors
619,01560,0,youtube_01560.jpg,youtube
620,03630,0,actors_03630.jpg,actors
621,13170,0,youtube_13170.jpg,youtube
622,11220,0,actors_11220.jpg,actors
623,08550,0,youtube_08550.jpg,youtube
624,10880,0,actors_10880.jpg,actors
625,10670,0,actors_10670.jpg,actors
626,09100,0,youtube_09100.jpg,youtube
627,06760,0,actors_06760.jpg,actors
628,04430,0,youtube_04430.jpg,youtube
629,02260,0,actors_02260.jpg,actors
630,00130,0,youtube_00130.jpg,youtube
631,02860,0,youtube_02860.jpg,youtube
632,05490,0,actors_05490.jpg,actors
633,01190,0,actors_01190.jpg,actors
634,13580,0,actors_13580.jpg,actors
635,10280,0,youtube_10280.jpg,youtube
636,06390,0,youtube_06390.jpg,youtube
637,07930,0,youtube_07930.jpg,youtube
638,02690,0,youtube_02690.jpg,youtube
639,08430,0,youtube_08430.jpg,youtube
640,11340,0,actors_11340.jpg,actors
641,03750,0,actors_03750.jpg,actors
642,01400,0,youtube_01400.jpg,youtube
643,07250,0,actors_07250.jpg,actors
644,05100,0,youtube_05100.jpg,youtube
645,00050,0,youtube_00050.jpg,youtube
646,02300,0,actors_02300.jpg,actors
647,04550,0,youtube_04550.jpg,youtube
648,06600,0,actors_06600.jpg,actors
649,09060,0,youtube_09060.jpg,youtube
650,12440,0,youtube_12440.jpg,youtube
651,10710,0,actors_10710.jpg,actors
652,10900,0,youtube_10900.jpg,youtube
653,06810,0,youtube_06810.jpg,youtube
654,03940,0,youtube_03940.jpg,youtube
655,09080,0,actors_09080.jpg,actors
656,05470,0,youtube_05470.jpg,youtube
657,02880,0,actors_02880.jpg,actors
658,07720,0,actors_07720.jpg,actors
659,01170,0,youtube_01170.jpg,youtube
660,03220,0,actors_03220.jpg,actors
661,13560,0,youtube_13560.jpg,youtube
662,11630,0,actors_11630.jpg,actors
663,08140,0,youtube_08140.jpg,youtube
664,10260,0,actors_10260.jpg,actors
